,Date,IUCR,Location Description,Arrest,District,Ward,Community Area,Location,VIN,ATTEMPT,RECOVERY
198032,01/19/2003 12:00:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,23.0,62.0,"(41.79639731, -87.723251281)",1,0,0
353683,06/25/2015 09:00:00 PM,AUTOMOBILE,STREET,False,5.0,34.0,53.0,"(41.678363085, -87.640722672)",1,0,0
213096,09/30/2003 08:00:00 AM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.775709694, -87.640761478)",1,0,0
31743,11/22/2005 11:00:00 PM,AUTOMOBILE,STREET,False,19.0,1.0,5.0,"(41.93290005, -87.681433987)",1,0,0
350249,08/14/2014 01:30:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.741579382, -87.611426486)",1,0,0
89450,09/05/2006 08:33:09 AM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.940021131, -87.64565372)",1,0,1
247961,03/19/2005 09:00:00 PM,AUTOMOBILE,PARKINGZONE,False,2.0,3.0,38.0,"(41.821164532, -87.615493365)",1,0,0
330390,10/25/2012 04:00:00 PM,AUTOMOBILE,STREET,False,16.0,36.0,17.0,"(41.9396014, -87.817407344)",1,1,0
20481,01/13/2024 09:00:00 AM,AUTOMOBILE,STREET,False,16.0,41.0,76.0,"(41.976182125, -87.876421145)",1,0,0
182553,09/07/2002 09:30:00 PM,AUTOMOBILE,STREET,False,20.0,48.0,77.0,"(41.985451362, -87.667991551)",1,0,0
17326,02/22/2024 05:00:00 AM,AUTOMOBILE,HOUSE,False,10.0,25.0,31.0,"(41.851216462, -87.679279977)",1,0,0
249166,05/02/2005 08:30:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.771676051, -87.572296646)",1,0,0
339448,07/29/2013 06:00:00 PM,AUTOMOBILE,STREET,False,25.0,36.0,19.0,"(41.916649652, -87.785626747)",1,0,0
249571,03/07/2005 12:01:00 AM,AUTOMOBILE,STREET,False,7.0,6.0,69.0,"(41.767941308, -87.632282001)",1,0,0
52679,06/21/2022 06:18:00 PM,AUTOMOBILE,STREET,False,18.0,2.0,8.0,"(41.895647638, -87.630350843)",1,0,0
396026,11/22/2018 06:00:00 AM,AUTOMOBILE,STREET,False,25.0,26.0,23.0,"(41.910456169, -87.728794006)",1,0,0
98540,01/21/2007 03:10:00 AM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.938837258, -87.766508272)",1,0,0
201236,01/08/2002 06:30:00 PM,"TRUCK, BUS, MOBILE HOME",STREET,False,5.0,34.0,53.0,"(41.68336376, -87.634006246)",1,0,1
261256,01/06/2009 04:30:00 AM,AUTOMOBILE,PARKINGZONE,False,4.0,8.0,45.0,"(41.751100797, -87.58505475)",1,0,0
240408,12/20/2004 06:50:04 PM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.875800743, -87.75141986)",1,0,0
363479,09/09/2015 04:00:00 PM,AUTOMOBILE,STREET,False,1.0,2.0,28.0,"(41.869514546, -87.640792562)",1,0,0
270356,07/08/2009 04:00:00 PM,AUTOMOBILE,PARKINGZONE,False,25.0,36.0,19.0,"(41.923674171, -87.786051721)",1,0,0
67491,03/25/2023 04:15:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,30.0,"(41.852917195, -87.707723996)",1,0,0
279089,12/17/2009 11:00:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,19.0,"(41.921525236, -87.780852332)",1,0,0
318270,03/17/2012 08:55:00 AM,AUTOMOBILE,STREET,False,17.0,50.0,13.0,"(41.992853955, -87.712848156)",1,0,0
217132,02/01/2004 08:00:00 PM,AUTOMOBILE,STREET,False,6.0,17.0,71.0,"(41.75234417, -87.652142699)",1,0,0
387550,02/12/2018 08:30:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,10.0,51.0,"(41.660800786, -87.585347216)",1,0,0
362238,08/01/2015 02:40:00 AM,AUTOMOBILE,STREET,False,7.0,17.0,67.0,"(41.768111862, -87.662690747)",1,0,0
260069,01/09/2009 11:30:00 AM,AUTOMOBILE,HOUSE,False,17.0,33.0,16.0,"(41.952825034, -87.699428496)",1,0,0
204079,07/13/2003 02:30:00 AM,AUTOMOBILE,STREET,False,8.0,16.0,63.0,"(41.793141605, -87.684021912)",1,0,0
227545,04/19/2004 09:30:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.899253975, -87.769198288)",1,0,0
77913,01/31/2006 09:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,8.0,45.0,"(41.740152602, -87.579418241)",1,0,0
397068,05/26/2019 10:00:00 AM,AUTOMOBILE,STREET,False,25.0,30.0,19.0,"(41.929782819, -87.761278141)",1,0,0
80396,05/08/2006 10:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,12.0,2.0,28.0,"(41.878415984, -87.679013713)",1,0,0
233154,08/31/2004 06:10:00 PM,AUTOMOBILE,PARKINGZONE,False,5.0,9.0,49.0,"(41.707225212, -87.619640796)",1,0,0
400623,07/10/2019 09:00:00 AM,AUTOMOBILE,STREET,False,10.0,25.0,31.0,"(41.850236677, -87.68410183)",1,1,0
48739,08/04/2022 01:20:00 PM,AUTOMOBILE,STREET,False,2.0,4.0,36.0,"(41.82531739, -87.606887309)",1,0,0
250614,03/12/2005 10:45:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.757808085, -87.623137903)",1,0,0
327,09/09/2023 08:00:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.778302329, -87.684835221)",1,0,0
105749,07/07/2007 10:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,21.0,71.0,"(41.73711506, -87.653373523)",1,0,0
101637,04/24/2007 07:00:00 PM,"TRUCK, BUS, MOTOR HOME",HOUSE,False,6.0,18.0,71.0,"(41.738945693, -87.665570109)",1,0,0
259587,02/09/2009 04:13:02 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,8.0,13.0,65.0,"(41.774169871, -87.718355166)",1,0,0
120140,06/11/2008 12:00:00 AM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.74741604, -87.691335526)",1,0,0
297858,06/03/2011 09:30:00 PM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.839627709, -87.734158437)",1,0,0
411193,08/17/2020 07:00:00 AM,AUTOMOBILE,CAR,False,5.0,9.0,50.0,"(41.707519433, -87.601839023)",1,0,0
359588,11/03/2015 08:00:00 AM,AUTOMOBILE,STREET,False,8.0,15.0,66.0,"(41.772826675, -87.689575485)",1,0,0
44543,09/18/2021 12:00:00 PM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.840280765, -87.713458245)",1,0,0
453,04/23/2020 07:00:00 AM,AUTOMOBILE,PARKINGZONE,False,8.0,18.0,70.0,"(41.737948552, -87.740966896)",1,0,0
69,09/06/2023 05:00:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.892251677, -87.772205489)",1,0,0
190108,11/03/2002 11:00:00 PM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.78713889, -87.638361412)",1,0,0
398763,02/23/2019 03:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.737947093, -87.608561635)",1,0,0
198422,03/05/2003 12:00:00 PM,AUTOMOBILE,STREET,False,18.0,43.0,7.0,"(41.918770884, -87.639433518)",1,0,0
270142,11/25/2009 08:13:52 AM,AUTOMOBILE,STREET,False,8.0,13.0,64.0,"(41.777965679, -87.739832531)",1,0,0
239900,11/25/2004 09:00:00 PM,AUTOMOBILE,STREET,False,3.0,7.0,43.0,"(41.762821678, -87.561408794)",1,0,0
70664,09/29/2022 12:00:00 AM,AUTOMOBILE,STREET,False,12.0,27.0,27.0,"(41.884677128, -87.698846647)",1,1,0
271299,08/29/2009 09:00:00 AM,AUTOMOBILE,STREET,False,7.0,6.0,68.0,"(41.765238031, -87.642223024)",1,0,0
120911,04/28/2008 02:00:00 AM,AUTOMOBILE,STREET,False,5.0,8.0,50.0,"(41.716044889, -87.598218811)",1,1,0
337412,05/20/2013 12:00:00 PM,AUTOMOBILE,STREET,False,8.0,13.0,65.0,"(41.785870313, -87.729503836)",1,0,0
316063,11/17/2011 09:00:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.752426021, -87.607687805)",1,0,0
400368,02/20/2019 10:00:00 PM,AUTOMOBILE,STREET,False,11.0,37.0,23.0,"(41.897674286, -87.727379215)",1,0,0
228437,06/15/2004 09:30:00 AM,AUTOMOBILE,HOUSE,False,18.0,43.0,7.0,"(41.918838255, -87.649750247)",1,0,0
51199,06/20/2022 12:01:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,40.0,"(41.781576603, -87.615660095)",1,0,0
411299,09/17/2020 10:00:00 PM,AUTOMOBILE,CAR,False,25.0,29.0,25.0,"(41.902726953, -87.771746441)",1,0,0
253719,08/03/2005 06:11:47 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,25.0,31.0,"(41.852049145, -87.668491276)",1,1,0
74903,01/31/2006 08:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,8.0,15.0,66.0,"(41.782772545, -87.692618228)",1,0,0
133053,04/13/2023 08:00:00 PM,AUTOMOBILE,STREET,False,2.0,5.0,41.0,"(41.799875696, -87.603928993)",1,0,0
131573,06/18/2023 10:00:00 PM,AUTOMOBILE,STREET,False,25.0,30.0,19.0,"(41.931975288, -87.780857713)",1,0,0
210073,05/07/2003 03:30:00 AM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.704639311, -87.609430209)",1,1,0
255538,06/21/2005 07:00:00 AM,AUTOMOBILE,STREET,False,9.0,14.0,58.0,"(41.823267057, -87.699519339)",1,0,0
401311,05/18/2019 04:55:00 AM,AUTOMOBILE,STREET,False,4.0,7.0,43.0,"(41.76015578, -87.556752911)",1,0,0
6868,06/06/2021 09:00:00 AM,AUTOMOBILE,STREET,False,16.0,45.0,15.0,"(41.954102133, -87.754711677)",1,0,0
14225,01/01/2024 09:45:00 AM,AUTOMOBILE,STREET,False,9.0,12.0,59.0,"(41.825944209, -87.673945719)",1,0,0
92836,11/13/2006 05:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.75098978, -87.622458133)",1,0,0
320424,06/19/2012 10:00:00 PM,AUTOMOBILE,STREET,False,14.0,26.0,23.0,"(41.91187115, -87.712145165)",1,0,0
231328,09/09/2004 12:00:00 AM,AUTOMOBILE,STREET,False,11.0,37.0,23.0,"(41.897097974, -87.731549924)",1,0,0
104197,05/01/2007 07:30:00 PM,AUTOMOBILE,STREET,False,12.0,26.0,24.0,"(41.896971712, -87.700407226)",1,0,0
95249,03/07/2007 08:30:00 AM,AUTOMOBILE,STREET,False,4.0,7.0,51.0,"(41.716090268, -87.574798792)",1,0,0
395722,01/17/2019 06:45:00 AM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.838331851, -87.70729727)",1,0,0
299082,02/10/2011 01:00:00 PM,AUTOMOBILE,PARKINGZONE,False,6.0,17.0,69.0,"(41.751858824, -87.633937592)",1,0,0
408543,06/14/2020 11:00:00 AM,AUTOMOBILE,STREET,False,5.0,34.0,53.0,"(41.677384123, -87.639484924)",1,0,0
390019,03/15/2018 03:00:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.899228723, -87.752030004)",1,0,0
75779,04/25/2006 06:03:00 PM,AUTOMOBILE,STREET,False,9.0,3.0,37.0,"(41.822612749, -87.631355755)",1,0,0
315599,01/31/2012 05:00:00 AM,AUTOMOBILE,STREET,False,17.0,35.0,21.0,"(41.947004694, -87.720685256)",1,0,0
360503,10/16/2015 07:30:00 AM,AUTOMOBILE,PARKINGZONE,False,22.0,34.0,73.0,"(41.704454724, -87.642757155)",1,0,0
247498,03/18/2005 01:00:00 PM,AUTOMOBILE,PARKINGZONE,False,9.0,11.0,59.0,"(41.837828905, -87.665743111)",1,0,0
70661,02/10/2023 01:40:00 PM,AUTOMOBILE,HOUSE,False,22.0,19.0,72.0,"(41.699280483, -87.668144732)",1,0,0
95874,01/19/2007 06:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,9.0,11.0,59.0,"(41.827943956, -87.666671371)",1,0,0
40583,12/06/2021 03:30:00 PM,"TRUCK, BUS, MOTOR HOME",FACTORY,False,8.0,22.0,56.0,"(41.807539047, -87.749646514)",1,0,0
78016,04/24/2006 08:30:00 PM,AUTOMOBILE,STREET,False,7.0,15.0,67.0,"(41.778689063, -87.677546387)",1,0,0
277004,01/16/2010 06:30:00 PM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.841963111, -87.719611131)",1,0,0
269955,08/10/2009 07:00:00 PM,AUTOMOBILE,STREET,False,12.0,26.0,24.0,"(41.896731757, -87.699193818)",1,0,0
111668,09/22/2007 05:00:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.865626213, -87.709303577)",1,0,0
105103,05/19/2007 12:00:00 AM,AUTOMOBILE,STREET,False,25.0,37.0,23.0,"(41.905636778, -87.731308106)",1,0,0
50985,08/28/2022 09:00:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,40.0,"(41.782261685, -87.622120158)",1,0,0
138978,08/16/2023 05:50:00 AM,AUTOMOBILE,HOUSE,False,4.0,8.0,45.0,"(41.738275524, -87.578168791)",1,0,0
341203,11/05/2013 06:00:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.807845036, -87.686862849)",1,1,0
272303,11/04/2009 10:30:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.807512467, -87.685310984)",1,0,0
386785,10/12/2017 04:00:00 AM,AUTOMOBILE,HOUSE,False,6.0,6.0,69.0,"(41.752326251, -87.61980107)",1,0,0
405048,09/29/2019 09:00:00 PM,AUTOMOBILE,STREET,False,17.0,33.0,14.0,"(41.969694934, -87.703644528)",1,0,1
87830,07/02/2006 06:33:00 AM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.910274773, -87.69133007)",1,0,1
4651,12/18/2005 10:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,11.0,28.0,27.0,"(41.880635972, -87.702037309)",1,0,0
372798,01/04/2017 12:00:00 PM,AUTOMOBILE,STREET,False,4.0,8.0,48.0,"(41.735780086, -87.580546552)",1,0,0
387556,02/19/2018 01:30:00 PM,AUTOMOBILE,STREET,False,4.0,7.0,43.0,"(41.752755244, -87.565040309)",1,0,0
266000,04/03/2009 03:00:00 AM,AUTOMOBILE,STREET,False,10.0,12.0,30.0,"(41.838219696, -87.704850674)",1,0,0
252358,08/25/2005 05:30:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.908565066, -87.670076347)",1,0,0
135268,07/18/2023 12:01:00 AM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.905507518, -87.68343195)",1,0,1
120616,04/25/2008 09:00:00 AM,AUTOMOBILE,STREET,False,6.0,17.0,71.0,"(41.753170005, -87.66472271)",1,0,0
407516,09/06/2020 09:30:00 PM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.947227914, -87.655424114)",1,0,0
27129,07/29/2024 02:30:00 AM,AUTOMOBILE,STREET,False,2.0,4.0,35.0,"(41.833719138, -87.619389474)",1,1,0
216106,08/27/2003 12:30:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.854347147, -87.723578154)",1,0,0
95285,02/28/2007 12:00:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,69.0,"(41.779120086, -87.615599494)",1,0,0
221765,12/15/2003 03:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,3.0,6.0,69.0,"(41.769326026, -87.616089918)",1,0,0
203551,01/21/2003 01:00:00 PM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,6.0,21.0,44.0,"(41.736269116, -87.627768243)",1,0,0
260818,03/10/2009 08:45:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.854640387, -87.710210578)",1,0,0
93825,09/30/2006 03:00:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,49.0,"(41.706750311, -87.637971721)",1,0,0
269963,10/07/2009 10:30:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,26.0,"(41.882001035, -87.729297326)",1,0,0
110799,09/18/2007 12:00:00 AM,AUTOMOBILE,STREET,False,11.0,24.0,27.0,"(41.873415094, -87.70590492)",1,0,0
300906,03/12/2011 06:30:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,61.0,"(41.814433514, -87.641089126)",1,0,0
115827,11/28/2007 11:00:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.856350509, -87.719980158)",1,0,0
193909,12/24/2002 03:00:00 AM,AUTOMOBILE,STREET,False,7.0,15.0,67.0,"(41.778591154, -87.671479668)",1,0,0
32846,11/21/2005 06:00:00 AM,AUTOMOBILE,STREET,False,8.0,23.0,64.0,"(41.777739185, -87.777959972)",1,0,0
130498,09/29/2022 11:00:00 AM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.926496507, -87.711382271)",1,1,0
188161,05/05/2002 12:30:00 AM,AUTOMOBILE,STREET,False,25.0,35.0,22.0,"(41.927142886, -87.718280925)",1,0,0
404016,12/05/2019 07:44:00 PM,AUTOMOBILE,STREET,False,18.0,42.0,8.0,"(41.899980367, -87.62581464)",1,0,0
403963,08/15/2019 08:00:00 PM,AUTOMOBILE,PARKINGZONE,False,14.0,2.0,24.0,"(41.910764867, -87.658120918)",1,0,0
260629,11/22/2008 11:00:00 PM,AUTOMOBILE,STREET,False,8.0,13.0,64.0,"(41.775357193, -87.760093538)",1,0,0
401067,05/30/2019 08:00:00 PM,AUTOMOBILE,CAR,False,3.0,5.0,43.0,"(41.769467841, -87.586237993)",1,1,0
322519,04/19/2012 10:00:00 PM,AUTOMOBILE,STREET,False,19.0,46.0,3.0,"(41.958971937, -87.653365753)",1,0,0
46004,01/20/2022 06:38:00 PM,AUTOMOBILE,STREET,False,20.0,48.0,77.0,"(41.980530253, -87.668333335)",1,0,1
284512,06/24/2010 07:45:00 PM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.777740745, -87.631760999)",1,0,0
397909,06/02/2019 12:37:00 PM,AUTOMOBILE,HOUSE,False,15.0,29.0,25.0,"(41.899812391, -87.765571571)",1,0,1
211569,10/27/2003 10:00:00 PM,AUTOMOBILE,STREET,False,2.0,4.0,39.0,"(41.816012995, -87.604512613)",1,0,0
184188,07/12/2002 11:44:18 PM,"TRUCK, BUS, MOTOR HOME",STORE,False,6.0,18.0,71.0,"(41.738884922, -87.663145149)",1,0,0
237245,07/06/2004 07:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,3.0,20.0,42.0,"(41.777987785, -87.599267962)",1,0,0
356825,01/28/2015 10:30:00 AM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.932641314, -87.749091661)",1,0,0
244374,01/28/2005 06:20:00 PM,AUTOMOBILE,STREET,False,7.0,16.0,67.0,"(41.789793556, -87.655978004)",1,0,0
280405,12/27/2009 05:00:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,23.0,56.0,"(41.795682623, -87.762534555)",1,0,0
311826,01/11/2012 08:30:00 AM,AUTOMOBILE,PARKINGZONE,False,19.0,46.0,3.0,"(41.956828595, -87.645973056)",1,0,0
87619,07/01/2006 03:00:00 AM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.923623582, -87.751213336)",1,0,0
396837,01/27/2019 12:00:00 PM,AUTOMOBILE,STREET,False,5.0,34.0,49.0,"(41.69979896, -87.629412064)",1,0,0
378634,06/15/2017 02:00:00 PM,AUTOMOBILE,Alcohol,False,10.0,24.0,29.0,"(41.865028808, -87.726358587)",1,0,0
332494,02/10/2013 09:00:00 AM,AUTOMOBILE,HOUSE,False,7.0,17.0,67.0,"(41.766215339, -87.656570639)",1,0,0
215059,08/18/2003 05:45:00 PM,AUTOMOBILE,STREET,False,10.0,12.0,30.0,"(41.837346119, -87.698697883)",1,0,0
82713,08/03/2006 02:22:34 AM,AUTOMOBILE,STREET,False,6.0,8.0,44.0,"(41.726592573, -87.603153976)",1,0,0
367031,07/05/2016 11:55:00 PM,AUTOMOBILE,STREET,False,2.0,4.0,36.0,"(41.819767809, -87.600302468)",1,0,0
284380,05/01/2010 11:00:00 PM,AUTOMOBILE,STREET,False,25.0,30.0,21.0,"(41.932686752, -87.724559881)",1,0,0
104630,06/14/2007 06:30:00 PM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.846287649, -87.70783263)",1,0,0
341040,10/31/2013 06:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.908986397, -87.68474493)",1,0,0
312466,11/15/2011 06:00:00 PM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.947310525, -87.752060244)",1,0,0
61644,12/05/2022 02:55:00 PM,AUTOMOBILE,STREET,False,12.0,1.0,24.0,"(41.892536694, -87.658423119)",1,0,0
19354,03/24/2024 11:30:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.859668573, -87.733538219)",1,0,0
37296,06/07/2021 06:58:00 PM,AUTOMOBILE,STREET,False,18.0,42.0,8.0,"(41.891475999, -87.62537228)",1,0,0
131341,04/28/2023 06:30:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.852504994, -87.716243608)",1,1,0
305840,06/23/2011 01:30:00 AM,AUTOMOBILE,STREET,False,2.0,4.0,39.0,"(41.811393468, -87.603072043)",1,0,0
319770,07/18/2012 10:00:00 PM,"CYCLE, SCOOTER, BIKE",PARKINGZONE,False,16.0,41.0,76.0,"(41.974083597, -87.843985902)",1,0,0
36959,02/24/2021 12:00:00 PM,AUTOMOBILE,STREET,False,2.0,4.0,39.0,"(41.807067906, -87.603843747)",1,0,0
64195,11/28/2022 12:01:00 AM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.896701124, -87.762392557)",1,0,0
254984,06/06/2005 01:25:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,16.0,66.0,"(41.784730775, -87.684095783)",1,0,0
39188,09/12/2021 03:30:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.773670572, -87.613072051)",1,0,0
292064,10/22/2010 05:00:00 PM,AUTOMOBILE,HOUSE,False,6.0,18.0,71.0,"(41.757016064, -87.669678275)",1,0,0
292281,01/07/2011 12:30:00 AM,AUTOMOBILE,STREET,False,25.0,37.0,19.0,"(41.922927927, -87.758568764)",1,0,0
123005,07/03/2008 02:30:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.865545453, -87.708078161)",1,0,0
267609,04/30/2009 01:00:00 PM,AUTOMOBILE,STREET,True,3.0,20.0,42.0,"(41.776942039, -87.589428828)",1,0,1
231559,07/11/2004 12:36:26 AM,AUTOMOBILE,STREET,True,2.0,3.0,38.0,"(41.820701368, -87.616910983)",1,0,1
375443,08/01/2016 07:04:00 AM,AUTOMOBILE,STREET,True,9.0,16.0,61.0,"(41.795536462, -87.65489804)",1,0,1
95847,04/09/2007 04:15:00 PM,AUTOMOBILE,STREET,True,10.0,24.0,29.0,"(41.861924053, -87.69677356)",1,1,0
228808,05/16/2004 11:00:00 PM,AUTOMOBILE,STREET,True,7.0,17.0,67.0,"(41.7663005, -87.673570765)",1,0,0
185269,09/09/2002 08:30:00 PM,AUTOMOBILE,STREET,True,11.0,24.0,26.0,"(41.870556289, -87.720262929)",1,0,0
234805,09/26/2004 03:00:00 PM,AUTOMOBILE,STREET,True,10.0,24.0,29.0,"(41.859866051, -87.726205511)",1,0,0
364054,02/13/2016 05:25:00 PM,AUTOMOBILE,STREET,True,14.0,35.0,21.0,"(41.93639041, -87.714101445)",1,0,0
342255,08/02/2013 03:13:00 AM,AUTOMOBILE,STREET,True,5.0,34.0,53.0,"(41.683770273, -87.638588954)",1,0,1
29245,08/23/2024 08:00:00 PM,AUTOMOBILE,STREET,True,2.0,3.0,38.0,"(41.817647888, -87.618375739)",1,0,0
191429,12/18/2002 05:30:00 PM,AUTOMOBILE,STREET,True,2.0,3.0,38.0,"(41.804798697, -87.622718222)",1,0,0
228555,05/23/2004 03:00:00 AM,AUTOMOBILE,STREET,True,2.0,3.0,38.0,"(41.823176544, -87.619972548)",1,0,0
320931,05/27/2012 01:30:00 AM,AUTOMOBILE,STREET,True,22.0,21.0,71.0,"(41.735630881, -87.646076139)",1,0,0
72152,12/21/2005 01:00:00 AM,AUTOMOBILE,STREET,True,19.0,44.0,6.0,"(41.945442383, -87.651414312)",1,0,0
94381,12/05/2006 04:45:00 PM,AUTOMOBILE,STREET,True,25.0,30.0,22.0,"(41.9263462, -87.724814926)",1,0,0
336875,03/10/2013 05:33:00 PM,AUTOMOBILE,STREET,True,7.0,17.0,68.0,"(41.761428464, -87.65317921)",1,0,1
11862,11/25/2023 08:30:00 PM,AUTOMOBILE,STREET,True,15.0,37.0,25.0,"(41.901319345, -87.750850275)",1,0,0
364784,03/05/2016 11:20:00 AM,AUTOMOBILE,STREET,True,11.0,27.0,23.0,"(41.897305081, -87.714240424)",1,0,0
372185,10/15/2016 08:00:00 PM,AUTOMOBILE,STREET,True,6.0,6.0,44.0,"(41.737947093, -87.608561635)",1,0,0
192570,10/09/2002 10:00:00 PM,AUTOMOBILE,STREET,True,15.0,29.0,25.0,"(41.871046279, -87.755487035)",1,0,1
401070,06/15/2019 12:00:00 PM,AUTOMOBILE,HOUSE,True,8.0,18.0,70.0,"(41.736974989, -87.693000355)",1,0,0
176489,06/09/2002 01:58:00 AM,AUTOMOBILE,STREET,True,17.0,33.0,16.0,"(41.950314842, -87.701059833)",1,0,1
96111,01/14/2007 09:00:00 AM,AUTOMOBILE,STREET,True,14.0,1.0,22.0,"(41.922547152, -87.696784988)",1,0,0
102700,07/09/2007 03:00:00 AM,AUTOMOBILE,STREET,True,11.0,28.0,26.0,"(41.880660786, -87.731186405)",1,0,0
232105,07/10/2004 05:30:00 PM,AUTOMOBILE,PARK,True,19.0,46.0,3.0,"(41.96203391, -87.645898728)",1,0,0
96393,02/25/2007 12:00:00 PM,AUTOMOBILE,STREET,True,8.0,15.0,66.0,"(41.778624497, -87.695816201)",1,0,0
209424,05/13/2003 05:30:00 PM,AUTOMOBILE,STREET,True,24.0,49.0,1.0,"(42.010531978, -87.675387454)",1,1,0
109543,09/30/2007 10:45:00 PM,AUTOMOBILE,STREET,True,10.0,24.0,29.0,"(41.858151004, -87.720029028)",1,1,0
253368,06/15/2005 08:54:26 PM,AUTOMOBILE,STREET,True,11.0,28.0,27.0,"(41.886373879, -87.709513024)",1,0,1
297591,05/20/2011 08:10:00 PM,AUTOMOBILE,PARKINGZONE,True,18.0,43.0,7.0,"(41.919385619, -87.636718869)",1,0,0
275117,12/21/2009 01:00:00 PM,AUTOMOBILE,STREET,True,7.0,15.0,67.0,"(41.791122355, -87.675435823)",1,0,0
132109,04/23/2023 10:22:00 AM,AUTOMOBILE,STREET,True,7.0,16.0,67.0,"(41.777781608, -87.655015546)",1,0,0
93611,10/25/2006 09:07:13 PM,AUTOMOBILE,STREET,True,16.0,38.0,15.0,"(41.945839951, -87.770298557)",1,0,0
228414,04/06/2004 09:01:44 PM,AUTOMOBILE,STREET,True,11.0,28.0,26.0,"(41.881858277, -87.724091496)",1,0,0
82646,06/08/2006 10:00:00 PM,"CYCLE, SCOOTER, BIKE",STREET,True,24.0,40.0,77.0,"(41.996792844, -87.664168883)",1,0,0
396013,12/19/2018 09:50:00 PM,AUTOMOBILE,PARKINGZONE,True,12.0,27.0,28.0,"(41.882437369, -87.686467698)",1,0,0
