,poison,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
5839,enable,convex,scaly,purple,no,none,free,close,narrow,white,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,woods
5840,poison,flat,smooth,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
5841,poison,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,woods
5842,poison,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
5843,poison,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,paths
5844,poison,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,grasses
5845,poison,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,woods
5846,poison,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,nscattered,grasses
5847,enable,flat,scaly,green,no,none,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,woods
5848,poison,flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,nscattered,grasses
5849,enable,knobbed,smooth,brown,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
5850,poison,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
5851,poison,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,nscattered,grasses
5852,poison,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses
5853,poison,bell,smooth,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
5854,poison,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
5855,poison,bell,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
5856,poison,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses
5857,poison,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,woods
5858,enable,convex,scaly,red,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5859,enable,knobbed,smooth,buff,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
5860,poison,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5861,enable,convex,smooth,red,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
5862,poison,flat,smooth,buff,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
5863,enable,flat,smooth,brown,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5864,poison,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5865,enable,flat,scaly,buff,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
5866,poison,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,nscattered,urban
5867,poison,flat,smooth,buff,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
5868,poison,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5869,poison,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5870,poison,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses
5871,poison,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5872,poison,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods
5873,poison,flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
5874,enable,convex,scaly,pink,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste
5875,enable,convex,scaly,purple,no,none,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,woods
5876,poison,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,paths
5877,poison,convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
5878,poison,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5879,poison,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
5880,poison,convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
5881,poison,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses
5882,poison,bell,smooth,white,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
5883,enable,knobbed,scaly,brown,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
5884,poison,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
5885,poison,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,paths
5886,enable,convex,scaly,buff,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste
5887,poison,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
5888,poison,flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
5889,poison,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,nscattered,urban
5890,poison,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,woods
5891,poison,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5892,poison,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
5893,enable,knobbed,scaly,brown,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5894,enable,convex,smooth,red,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
5895,enable,convex,scaly,white,no,none,free,close,narrow,pink,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,woods
5896,poison,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,nscattered,urban
5897,poison,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,nscattered,urban
5898,enable,flat,smooth,red,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5899,poison,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses
5900,poison,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5901,poison,flat,smooth,white,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
5902,poison,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,woods
5903,enable,convex,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
5904,poison,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,woods
5905,poison,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,nscattered,urban
5906,enable,convex,smooth,buff,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
5907,enable,convex,smooth,pink,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,waste
5908,poison,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
5909,poison,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,paths
5910,poison,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,nscattered,grasses
5911,poison,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,paths
5912,poison,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,nscattered,urban
5913,enable,knobbed,scaly,brown,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
5914,enable,convex,scaly,pink,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5915,poison,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses
5916,enable,flat,scaly,buff,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5917,enable,convex,smooth,red,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5918,poison,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
5919,poison,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
5920,poison,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,paths
5921,poison,convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
5922,poison,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses
5923,poison,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,grasses
5924,poison,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,woods
5925,poison,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,paths
5926,poison,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,paths
5927,poison,bell,smooth,pink,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
5928,poison,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5929,poison,bell,smooth,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
5930,enable,convex,scaly,brown,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5931,poison,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5932,poison,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5933,poison,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5934,poison,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,nscattered,grasses
5935,poison,bell,scaly,yellow,no,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,brown,partial,white,one,evanescent,white,several,woods
5936,poison,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
5937,enable,flat,scaly,pink,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
5938,enable,knobbed,smooth,pink,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
